spot_id,B-cells,CAFs,Cancer Epithelial,Cycling T-cells,Endothelial,Myeloid,NK cells,NKT cells,Normal Epithelial,PVL,Plasmablasts,T cells CD4+,T cells CD8+
mix_0015_depth100,0.0,0.0,0.30994244497338846,0.0,0.0,0.0035077388360093345,0.0,0.002953775312188478,0.4922875611370946,0.0,0.0,0.0,0.0
mix_0015_depth25,0.0,0.0,0.29751685757997487,0.0,0.0,0.0,0.0,0.0,0.514797780812133,0.0,0.0,0.0,0.0
mix_0016_depth100,0.0,0.0,0.4155139647401602,0.03576873173037168,0.0,0.0,0.0,0.0,0.25916395389400737,0.0,0.0,0.0,0.0
mix_0016_depth25,0.0,0.0,0.44520959966948626,0.029854594907697863,0.0,0.0,0.0,0.0,0.23886102550025118,0.0,0.0,0.0,0.0
mix_0017_depth100,0.0,0.0,0.38549422711331166,0.05058370943903852,0.0,0.0,0.0,0.0,0.36578140224749595,0.0,0.0,0.0,0.0
mix_0017_depth25,0.0,0.0,0.3461483007423361,0.08342751544585911,0.0,0.0,0.0,0.0,0.3913253301902723,0.0,0.0,0.0,0.0
mix_0018_depth100,0.0,0.0,0.45106623818988656,0.0,0.0,0.01109253375776876,0.0,0.030727512507379408,0.3816909598177206,0.0,0.0,0.0,0.0
mix_0018_depth25,0.0,0.0,0.44386911149661545,0.0,0.0,0.004883979404813564,0.0,0.024759707944848188,0.4230714334019828,0.0,0.0,0.0,0.0
mix_0019_depth100,0.0,0.0,0.15557201191236633,0.24053945701560495,0.0,0.001314976558667498,0.0,0.0,0.34116617829046625,0.03542035640314455,0.0,0.0,0.0
mix_0019_depth25,0.0,0.0,0.15088469924788087,0.23734074284088597,0.0,0.004406766603268105,0.0,0.0,0.34785839824055814,0.032726899208905244,0.0,0.0,0.0
mix_0020_depth100,0.0,0.0,0.16862717615989145,0.04107054475313107,0.0,0.014891423033933388,0.0,0.0,0.5891702993222347,0.0,0.0,0.0,0.0
